date,Brazil,China,EU27 & UK,France,Germany,India,Italy,Japan,ROW,Russia,Spain,UK,US
2020-01-29,0.335541,9.9978,2.52418,0.11867,0.499341,3.51845,0.294921,1.62254,10.4838,2.90271,0.138737,0.163342,4.33192
2020-01-30,0.328042,9.8985,2.53285,0.131527,0.484747,3.51484,0.329646,1.59264,10.5679,2.90639,0.125914,0.156183,4.32517
2020-01-31,0.316491,9.7583,2.32077,0.111323,0.405032,3.5292,0.305909,1.65731,10.5954,2.86141,0.122705,0.129806,4.04214
2020-02-01,0.220627,9.17535,1.79892,0.049457,0.264885,3.43311,0.266842,1.51259,9.9107,2.80492,0.084605,0.115147,3.35989
2020-02-02,0.215089,9.14222,1.71302,0.050523,0.324906,3.27787,0.191163,1.41316,9.28974,2.74722,0.08762,0.139339,2.95733
2020-02-03,0.226126,9.09806,2.32454,0.084301,0.44933,3.42056,0.275391,1.66748,9.65132,2.86003,0.133182,0.143881,3.16078
2020-02-04,0.232601,9.08702,2.47273,0.093972,0.520511,3.54094,0.241673,1.68407,9.99745,2.84123,0.123811,0.19003,3.35235
2020-02-05,0.227064,9.05665,2.91812,0.132451,0.776769,3.55144,0.245985,1.76128,10.1433,2.87156,0.125554,0.312067,3.90226
2020-02-06,0.215403,9.04837,3.15427,0.13318,0.928204,3.5855,0.254908,1.89109,10.1168,2.92899,0.139653,0.335922,4.07879
2020-02-07,0.217069,8.99869,3.06386,0.149056,0.870388,3.60336,0.29203,1.91677,9.87848,2.99862,0.148675,0.214127,3.91585
2020-02-08,0.213473,8.9766,2.24083,0.094935,0.491365,3.51196,0.24344,1.64401,9.48564,2.97142,0.132728,0.113577,3.66409
2020-02-09,0.205287,8.90759,1.71879,0.051101,0.279641,3.36127,0.201547,1.58824,8.9693,2.90501,0.101895,0.12975,3.14948
2020-02-10,0.206026,8.90759,2.01552,0.055646,0.339656,3.44186,0.259724,1.82202,9.99969,2.98981,0.112339,0.15169,3.85416
2020-02-11,0.213707,8.74749,2.13232,0.07387,0.347635,3.52245,0.251371,1.68199,10.4891,2.98852,0.146283,0.14767,3.82262
2020-02-12,0.199731,8.87447,2.42083,0.130612,0.39504,3.56463,0.290327,1.7345,10.5228,2.95709,0.159151,0.197388,3.83893
2020-02-13,0.207011,8.87447,2.77849,0.152175,0.56741,3.6661,0.314121,1.55339,10.3923,2.92827,0.138122,0.250752,4.09035
2020-02-14,0.200003,8.91311,2.88204,0.146048,0.688803,3.6244,0.255685,1.56694,10.2163,2.92113,0.141855,0.227291,4.18066
2020-02-15,0.175825,8.95452,1.76555,0.053031,0.31201,3.5827,0.195689,1.42668,9.62044,2.87517,0.104773,0.120941,3.7301
2020-02-16,0.166573,8.78062,1.48903,0.050601,0.245446,3.541,0.199245,1.42349,9.23834,2.79393,0.083877,0.101488,3.47848
2020-02-17,0.174672,9.02905,2.06247,0.074631,0.376087,3.61105,0.293338,1.5646,10.3422,2.88467,0.114687,0.140724,3.56831
2020-02-18,0.177025,8.90759,2.1689,0.078679,0.35975,3.71867,0.302336,1.69079,10.5814,2.83976,0.135875,0.141941,3.64081
2020-02-19,0.187831,8.96556,2.41828,0.109243,0.418536,3.70495,0.29437,1.62301,10.489,2.82128,0.145268,0.184624,4.18959
2020-02-20,0.199883,9.2554,2.37045,0.124478,0.419821,3.58403,0.261432,1.62428,10.1825,2.79578,0.136506,0.151117,4.35703
2020-02-21,0.184418,9.48174,2.17352,0.115131,0.337573,3.45712,0.290014,1.51258,10.0813,2.76452,0.136969,0.135594,4.23978
2020-02-22,0.168262,9.35753,1.6843,0.054251,0.244872,3.45665,0.205063,1.39468,9.62354,2.70805,0.116701,0.099001,3.5264
2020-02-23,0.172334,9.14774,1.61001,0.052432,0.237941,3.37759,0.176909,1.24984,9.13746,2.61187,0.107748,0.147737,3.21639
2020-02-24,0.172463,9.62804,2.24319,0.085153,0.395659,3.54349,0.26045,1.35878,10.2567,2.64121,0.128223,0.193905,3.56717
2020-02-25,0.177729,10.0034,2.24775,0.084709,0.435161,3.58302,0.264312,1.60895,10.5866,2.73125,0.090145,0.210249,3.44599
2020-02-26,0.173903,10.2105,2.54193,0.129517,0.585901,3.59765,0.242335,1.62605,10.3861,2.74819,0.09583,0.203103,3.84929
2020-02-27,0.179094,9.7909,2.81784,0.144918,0.713002,3.52437,0.242557,1.61191,10.3389,2.73852,0.098172,0.251494,4.16761
2020-02-28,0.193631,9.65841,2.53601,0.132184,0.561955,3.50528,0.230604,1.6539,10.064,2.74283,0.101969,0.224144,4.17566
2020-02-29,0.148555,10.3071,1.63424,0.051271,0.279006,3.48618,0.207112,1.50256,9.51784,2.65004,0.057691,0.106028,3.33985
2020-03-01,0.1429,9.94286,1.50901,0.048028,0.299755,3.2637,0.155369,1.27885,9.11802,2.54529,0.056602,0.10521,3.05346
2020-03-02,0.139478,10.1989,2.5628,0.115032,0.715476,3.51257,0.244989,1.54136,10.0045,2.65423,0.064059,0.240873,3.48983
2020-03-03,0.120406,10.5512,2.82773,0.143076,0.86235,3.55962,0.230153,1.48565,10.3578,2.66996,0.068419,0.277645,3.38483
2020-03-04,0.09401,10.7604,3.03781,0.132599,0.899841,3.46254,0.258887,1.69622,10.43,2.66991,0.081076,0.375322,3.38729
2020-03-05,0.092136,10.4631,2.89311,0.134152,0.78749,3.38387,0.255973,1.57894,10.4218,2.64911,0.069068,0.365302,3.28396
2020-03-06,0.090314,10.9861,2.5593,0.121343,0.59866,3.24821,0.22826,1.52852,10.3797,2.61372,0.067916,0.329328,3.44078
2020-03-07,0.118091,10.7054,2.03288,0.102883,0.504792,3.38898,0.18954,1.43364,9.72593,2.62975,0.074961,0.154083,2.94855
2020-03-08,0.124428,10.4934,1.56093,0.056348,0.324242,3.28546,0.149809,1.39038,9.13239,2.48908,0.069372,0.101356,2.66929
2020-03-09,0.130379,11.1265,2.44259,0.107756,0.624763,3.26527,0.256002,1.42025,9.76904,2.5045,0.095076,0.174347,3.19507
2020-03-10,0.127583,11.0357,2.10895,0.079742,0.422193,2.87014,0.250994,1.52529,10.0943,2.5472,0.094919,0.138222,3.49462
2020-03-11,0.150537,10.9338,2.10773,0.091609,0.387151,3.22821,0.258023,1.27965,10.0645,2.51991,0.110647,0.139527,3.4733
2020-03-12,0.158924,10.7824,1.87532,0.085279,0.335441,3.22821,0.220691,1.32406,10.0963,2.50584,0.10578,0.122105,3.33397
2020-03-13,0.190322,10.9614,2.10199,0.100064,0.36979,3.30475,0.207554,1.36836,10.0096,2.52205,0.09791,0.233721,3.31954
2020-03-14,0.179159,10.6916,1.93765,0.111098,0.404967,3.27324,0.18542,1.427,9.52213,2.48357,0.100102,0.11568,3.484
2020-03-15,0.171767,10.9063,1.5131,0.050286,0.301542,3.12694,0.145697,1.27285,8.99266,2.44634,0.086596,0.128067,3.4922
2020-03-16,0.181087,11.11,2.2979,0.113024,0.635005,3.26063,0.190249,1.54748,9.53686,2.55902,0.077514,0.211659,3.96829
2020-03-17,0.188072,11.1403,2.32172,0.120998,0.665118,3.39183,0.206265,1.54298,9.92713,2.51671,0.070528,0.152515,3.72717
2020-03-18,0.154412,10.5622,2.2413,0.095043,0.584211,3.47544,0.193132,1.38651,10.1662,2.50397,0.076439,0.2225,3.56083
2020-03-19,0.153807,11.055,2.51781,0.096221,0.704901,3.50612,0.196752,1.31449,10.2289,2.46171,0.074733,0.288554,3.38675
2020-03-20,0.156888,11.4238,2.19657,0.047932,0.589042,3.36336,0.189601,1.19573,10.2776,2.44822,0.080611,0.19967,3.20823
2020-03-21,0.138072,11.4624,1.51693,0.045219,0.264494,3.32026,0.146936,1.10599,9.8571,2.41249,0.084546,0.100332,3.34747
2020-03-22,0.133307,11.0825,1.50223,0.045151,0.259372,2.88315,0.14848,1.11732,9.29881,2.31041,0.08391,0.128455,3.25129
2020-03-23,0.155202,11.4596,1.76487,0.054826,0.349431,2.99536,0.165806,1.27072,9.91172,2.45785,0.082863,0.12649,3.67835
2020-03-24,0.144118,11.3385,1.85371,0.06,0.444317,2.56217,0.159082,1.38838,10.3174,2.95518,0.083611,0.105353,3.449
2020-03-25,0.143492,11.3055,2.02,0.057123,0.483187,2.56217,0.182948,1.35348,10.1477,3.2524,0.084802,0.195859,3.32148
2020-03-26,0.150193,11.121,2.00132,0.053165,0.45871,2.36674,0.178285,1.34104,9.35089,3.18906,0.068948,0.226188,3.20415
2020-03-27,0.145843,10.8155,1.92586,0.054404,0.453409,2.30641,0.184019,1.40134,9.01665,3.06613,0.078534,0.16337,3.16329
2020-03-28,0.105186,10.9724,1.54814,0.045815,0.308307,2.29083,0.176086,1.1912,8.4635,2.89493,0.07782,0.091752,2.68569
2020-03-29,0.107454,11.2256,1.40658,0.044037,0.261341,2.29083,0.178767,1.25736,8.094,2.79842,0.076117,0.1003,2.66452
2020-03-30,0.12207,10.9724,1.98245,0.052536,0.4681,2.36311,0.195007,1.45326,8.72108,2.86248,0.083145,0.169163,2.89668
2020-03-31,0.107089,11.4899,2.19889,0.071675,0.551321,2.36311,0.18486,1.39711,8.78534,2.843,0.082715,0.211231,3.10395
2020-04-01,0.139862,11.7144,2.05588,0.048683,0.50375,2.4066,0.16892,1.44408,8.53633,2.84604,0.090859,0.215966,2.73062
2020-04-02,0.142293,12.1815,1.8274,0.030539,0.431538,2.49061,0.179511,1.24153,8.75035,2.85517,0.08922,0.131519,2.73738
2020-04-03,0.143322,11.8176,1.88075,0.025295,0.412917,2.49061,0.169281,1.2341,8.74369,2.84821,0.093346,0.210674,2.86003
2020-04-04,0.133771,11.1958,1.5919,0.015198,0.359409,2.47619,0.156823,1.02818,8.38202,2.85462,0.085277,0.128463,2.96033
2020-04-05,0.128722,10.9677,1.245,0.013045,0.230229,2.46177,0.155125,1.07933,7.93257,2.84482,0.082967,0.070573,2.74918
2020-04-06,0.111522,11.2039,1.51657,0.012863,0.30909,2.52101,0.173777,1.21961,8.48545,2.90689,0.09477,0.103555,2.84812
2020-04-07,0.090039,11.5406,1.7647,0.012646,0.430104,2.44573,0.173969,1.2576,8.67723,2.87508,0.092023,0.157952,3.02832
2020-04-08,0.101222,11.9697,1.86051,0.01232,0.454779,2.44485,0.175292,1.22282,8.7572,2.86899,0.091087,0.191085,3.17132
2020-04-09,0.108384,12.0674,1.77197,0.012675,0.447168,2.45291,0.170775,1.21361,8.7632,2.86093,0.095218,0.167163,3.0344
2020-04-10,0.110695,11.7171,1.56634,0.012419,0.308749,2.47471,0.164694,1.22643,8.32576,2.82857,0.098602,0.141961,2.77022
2020-04-11,0.099936,11.6845,1.47246,0.012437,0.293054,2.49925,0.177836,1.13677,7.90915,2.80493,0.087908,0.110747,2.5218
2020-04-12,0.092039,11.7551,1.27634,0.012398,0.261169,2.5238,0.163535,1.19248,7.86277,2.71449,0.086033,0.108171,2.50877
2020-04-13,0.091571,11.766,1.18209,0.012389,0.215063,2.58764,0.150357,1.47056,8.35118,2.8222,0.084653,0.090939,2.90581
2020-04-14,0.091722,11.69,1.52897,0.013405,0.284704,2.63719,0.174218,1.24933,8.55669,2.80783,0.073527,0.146601,3.23941
2020-04-15,0.087901,11.2881,1.54139,0.012983,0.294423,2.60882,0.157308,1.23886,8.52621,2.81869,0.074725,0.128549,3.24302
2020-04-16,0.089326,10.6527,1.6479,0.012843,0.379521,2.64443,0.188344,1.21156,8.42297,2.87791,0.062803,0.124106,3.00737
2020-04-17,0.08671,11.0871,1.60467,0.012923,0.402773,2.63401,0.184044,1.20519,8.5097,2.79017,0.062932,0.081806,3.04179
2020-04-18,0.07625,11.709,1.45071,0.012532,0.303541,2.59136,0.174608,1.11279,8.53457,2.74576,0.075444,0.134131,2.59537
2020-04-19,0.075798,11.2474,1.25945,0.012948,0.265186,3.09378,0.166517,0.939749,8.15077,2.53902,0.073789,0.082445,2.70645
2020-04-20,0.083202,10.8047,1.34567,0.012389,0.246292,2.53964,0.198242,1.22553,8.57662,2.72643,0.066812,0.073896,2.99877
2020-04-21,0.096679,11.3994,1.33439,0.012246,0.229457,2.52556,0.195062,1.13963,8.87337,2.69973,0.067214,0.074491,2.92916
2020-04-22,0.096683,11.4374,1.4299,0.013041,0.247298,2.57701,0.187438,1.12637,8.96352,2.71821,0.070743,0.097049,2.79371
2020-04-23,0.099179,11.3261,1.69827,0.012141,0.378358,2.56381,0.181017,1.16293,8.97136,2.74219,0.072427,0.141255,3.06482
2020-04-24,0.101433,11.2827,1.59116,0.012077,0.314234,2.54587,0.182498,1.15461,9.05694,2.75561,0.07318,0.14577,2.91223
2020-04-25,0.101368,11.3505,1.40028,0.011781,0.277526,2.47058,0.163018,0.953919,8.59623,2.71919,0.077607,0.125642,2.75762
2020-04-26,0.09445,11.4157,1.44616,0.011763,0.320058,2.39056,0.173935,0.93116,8.25353,2.58677,0.074703,0.114093,2.53216
2020-04-27,0.10233,11.7063,1.82316,0.018819,0.459968,2.42454,0.192884,1.05346,8.65616,2.66073,0.07477,0.157073,2.77105
2020-04-28,0.108468,11.7117,1.91176,0.019976,0.519267,2.45853,0.17614,1.04184,8.79871,2.62903,0.068068,0.177286,2.77065
2020-04-29,0.110237,11.7959,1.7315,0.011981,0.493084,2.61553,0.156727,0.959704,9.06575,2.60014,0.059299,0.128279,2.70216
2020-04-30,0.103296,11.4293,1.43909,0.012091,0.326663,2.61553,0.161945,0.943172,8.81759,2.5097,0.054166,0.098352,2.79333
2020-05-01,0.101494,10.6745,1.20393,0.012181,0.253066,2.51131,0.132366,0.886081,8.22545,2.23326,0.055224,0.1116,2.55975
2020-05-02,0.101876,10.1709,1.23052,0.012211,0.250051,2.54773,0.141259,0.793808,8.05058,2.18753,0.069091,0.117788,2.52379
2020-05-03,0.098955,10.8561,1.34087,0.014574,0.286302,2.49777,0.144318,0.823704,8.45076,2.09786,0.076125,0.159249,2.70839
2020-05-04,0.09811,12.0119,1.68726,0.023649,0.464821,2.57627,0.176014,0.80133,9.34593,2.15516,0.069414,0.117907,2.9564
2020-05-05,0.095428,12.0669,1.61451,0.030922,0.442065,2.65476,0.176862,0.777827,9.40631,2.11572,0.070224,0.083533,3.08948
2020-05-06,0.093149,12.2293,1.675,0.034936,0.417133,2.63899,0.181263,0.885987,9.20411,2.10051,0.077369,0.121863,3.10833
2020-05-07,0.086472,12.4329,1.76227,0.035722,0.452762,2.69309,0.171625,0.863076,9.28152,2.05737,0.074203,0.144018,2.73551
2020-05-08,0.08722,12.4604,1.76493,0.019266,0.462129,2.85164,0.185736,0.894683,9.19508,2.07373,0.07291,0.149289,2.72341
2020-05-09,0.086213,12.3861,1.51166,0.014638,0.360859,2.93309,0.16763,0.960904,8.94108,1.93719,0.088871,0.124435,2.69589
2020-05-10,0.081337,12.0339,1.18816,0.011835,0.28016,2.71644,0.156592,0.937062,8.81351,1.91005,0.073742,0.064226,2.46779
2020-05-11,0.085579,11.522,1.36062,0.014382,0.288531,2.89242,0.165715,0.962074,9.37393,2.00928,0.070979,0.093301,2.85489
2020-05-12,0.094637,11.7064,1.73171,0.04665,0.407367,2.89242,0.168417,1.06553,9.42019,2.06402,0.085803,0.122722,3.02124
2020-05-13,0.10992,11.6294,1.91444,0.065059,0.529178,2.96136,0.182684,1.01727,9.73568,2.07623,0.085932,0.127903,2.72698
2020-05-14,0.108148,11.6349,1.79476,0.034208,0.487917,3.03031,0.167204,1.00992,9.95442,2.08576,0.072116,0.125679,2.96335
2020-05-15,0.116301,11.9981,1.70155,0.032009,0.408832,3.07431,0.182112,1.08513,9.7866,2.1383,0.068307,0.112245,3.01163
2020-05-16,0.109629,12.2017,1.35651,0.014435,0.300275,3.05725,0.162978,1.03964,9.43508,2.10778,0.073049,0.088693,3.02847
2020-05-17,0.092531,12.0036,1.21378,0.016462,0.271413,2.93336,0.148187,0.880269,9.22948,2.02602,0.073934,0.083899,2.86502
2020-05-18,0.104535,11.6294,1.65664,0.02515,0.381546,2.95549,0.195577,1.14046,9.67035,2.18206,0.086503,0.092104,3.10841
2020-05-19,0.112046,11.8495,1.88698,0.053499,0.441398,2.90519,0.211493,1.09381,9.76092,2.20303,0.094287,0.115216,3.08838
2020-05-20,0.111276,11.9045,1.97426,0.072852,0.516585,2.83323,0.194485,1.07004,9.93332,2.20021,0.100058,0.12168,2.96853
2020-05-21,0.110827,12.0009,1.59137,0.039234,0.304585,2.89667,0.145024,1.13075,9.81579,2.23861,0.101411,0.124776,3.09439
2020-05-22,0.097899,11.866,1.41553,0.017407,0.284699,2.9601,0.142418,1.05714,9.9683,2.25175,0.101517,0.080584,3.30754
2020-05-23,0.109019,11.8963,1.20227,0.013321,0.245409,3.09916,0.14559,0.929793,9.67409,2.21982,0.076096,0.066055,2.98197
2020-05-24,0.109053,12.0889,1.12542,0.016435,0.234598,3.13925,0.134547,0.900269,9.29399,2.10235,0.066768,0.061351,2.94568
2020-05-25,0.110023,11.8495,1.62446,0.043016,0.370256,3.19876,0.176868,1.09585,9.8022,2.16198,0.088412,0.099849,3.1869
2020-05-26,0.108407,12.2072,1.88944,0.049728,0.52133,3.09132,0.180678,1.21317,10.0419,2.12039,0.080227,0.134282,3.80235
2020-05-27,0.105406,12.4246,1.83479,0.05523,0.42171,3.09132,0.16991,1.10436,10.3629,2.11205,0.091583,0.160846,4.03302
2020-05-28,0.144806,11.7257,1.7274,0.042666,0.377965,2.97213,0.174455,1.03172,10.3364,2.08789,0.106978,0.115635,3.92902
2020-05-29,0.142543,11.6101,1.6942,0.045777,0.380233,2.85294,0.194192,1.00498,10.0933,2.09325,0.11236,0.098583,3.92915
2020-05-30,0.130663,11.5688,1.31274,0.022022,0.246336,2.89165,0.190933,0.961249,9.38998,1.92859,0.094434,0.074268,3.40189
2020-05-31,0.108304,11.2386,1.21197,0.016574,0.24187,2.73323,0.170752,0.984468,9.21591,1.92326,0.099986,0.079472,3.05277
2020-06-01,0.125909,11.0006,1.4759,0.021921,0.248708,2.82352,0.179377,1.2027,9.86456,2.1311,0.126193,0.126363,3.38179
2020-06-02,0.128812,11.3066,1.92112,0.056728,0.423289,2.82278,0.186265,1.18506,10.2022,2.14618,0.134396,0.16447,3.89852
2020-06-03,0.127378,11.7101,1.97637,0.07062,0.461032,2.77495,0.221018,1.26273,10.5508,2.10282,0.135063,0.1233,4.51799
2020-06-04,0.119879,12.0378,1.90708,0.066482,0.479533,2.69373,0.19394,1.26388,10.5526,2.09015,0.101291,0.133057,4.6521
2020-06-05,0.117483,12.6011,1.54875,0.01769,0.332526,2.60155,0.180762,1.2382,10.6881,2.05732,0.111959,0.072803,4.54793
2020-06-06,0.114682,12.7338,1.1876,0.01223,0.227011,2.60747,0.150008,1.1227,10.4856,1.93505,0.103081,0.073136,3.96389
2020-06-07,0.123571,12.6634,1.27884,0.026203,0.269188,2.61339,0.158762,0.972036,10.0841,1.88054,0.084687,0.087404,3.65144
2020-06-08,0.123413,12.4332,2.02653,0.071032,0.514139,2.80955,0.216408,1.19107,10.5547,2.08027,0.106528,0.179474,4.11795
2020-06-09,0.141426,12.8557,2.28898,0.075132,0.645674,2.80955,0.229462,1.32459,10.8054,2.14464,0.117448,0.232776,4.3695
2020-06-10,0.146467,13.0507,2.23932,0.075983,0.604725,3.06516,0.236368,1.36318,10.8547,2.21884,0.125374,0.211116,4.37373
2020-06-11,0.148295,13.1563,1.68702,0.074639,0.414425,3.0465,0.215334,1.45326,10.8564,2.18065,0.093651,0.077051,4.15254
2020-06-12,0.142285,13.0561,1.61261,0.071108,0.334013,3.01829,0.19797,1.37786,10.7328,2.02098,0.07517,0.115286,4.04256
2020-06-13,0.140058,13.1671,1.44351,0.046995,0.268494,2.95431,0.169261,1.22463,9.96067,1.92933,0.085882,0.133525,3.32259
2020-06-14,0.136452,13.0155,1.40214,0.031966,0.286562,2.95862,0.157215,1.13584,9.7749,1.90524,0.095192,0.146738,3.13074
2020-06-15,0.130108,13.224,2.19087,0.069673,0.616731,2.96293,0.220977,1.31929,10.333,2.0671,0.131034,0.210761,3.68111
2020-06-16,0.13593,13.1265,2.43675,0.076034,0.688401,3.00363,0.267107,1.27762,10.5344,2.09874,0.137941,0.263441,3.70051
2020-06-17,0.143248,13.0886,2.44592,0.073221,0.701993,2.987,0.269273,1.20876,10.9111,2.16425,0.138837,0.257332,3.73185
2020-06-18,0.142852,12.9776,2.33707,0.072795,0.675768,2.99871,0.252444,1.29861,10.7143,2.21716,0.131629,0.228446,4.12455
2020-06-19,0.135655,12.7338,2.14872,0.074282,0.598768,2.98669,0.247613,1.20797,10.4964,2.20154,0.129772,0.150449,4.35147
2020-06-20,0.122861,12.3005,1.58794,0.064975,0.348077,2.94817,0.158358,0.949873,10.0667,2.09576,0.117824,0.108034,4.24402
2020-06-21,0.117339,12.4522,1.33669,0.032978,0.315285,2.83166,0.15939,0.961824,9.80953,2.00993,0.100781,0.069766,4.05952
2020-06-22,0.131693,12.2707,1.93312,0.070949,0.529824,2.96238,0.211759,1.22146,10.5798,2.16946,0.124904,0.102651,4.76515
2020-06-23,0.142096,12.417,2.21658,0.074831,0.597308,3.0931,0.241652,1.26274,10.8221,2.1356,0.13368,0.177407,4.71726
2020-06-24,0.143423,12.1462,2.33276,0.073815,0.635538,3.1872,0.27464,1.3158,10.8807,2.10074,0.137599,0.207836,4.69223
2020-06-25,0.143907,12.0947,2.36483,0.075606,0.628042,3.1667,0.271573,1.38194,10.707,2.17167,0.151686,0.187715,4.55762
2020-06-26,0.141405,11.9133,2.28233,0.072356,0.612666,3.11239,0.251966,1.35906,10.7171,2.18789,0.145416,0.195277,4.45978
2020-06-27,0.115387,12.6499,1.72894,0.060849,0.422878,3.10259,0.208027,1.18706,10.0994,2.08693,0.123687,0.078292,4.24135
2020-06-28,0.104994,12.807,1.46136,0.028769,0.32673,3.00257,0.190247,1.09758,9.93331,2.01859,0.117749,0.07408,4.11807
2020-06-29,0.10769,12.5903,1.9843,0.060537,0.442686,3.13719,0.271247,1.24095,10.5228,2.17154,0.133827,0.086431,4.56632
2020-06-30,0.111821,13.048,2.05648,0.065924,0.382113,3.18535,0.27684,1.39808,10.6547,2.18971,0.142125,0.179537,4.63985
2020-07-01,0.113482,13.1483,2.33861,0.065725,0.526894,3.2336,0.298624,1.3911,10.4593,2.12672,0.15312,0.208234,4.80872
2020-07-02,0.105679,12.944,2.43789,0.067348,0.577538,3.28991,0.301633,1.29226,10.38,2.23054,0.15674,0.237906,4.96922
2020-07-03,0.106628,12.8514,2.14535,0.061864,0.500569,3.24312,0.287884,1.31432,10.3641,2.27638,0.157552,0.114541,5.04862
2020-07-04,0.115734,12.451,1.39294,0.031734,0.219372,3.10589,0.182006,1.16246,9.98868,2.22226,0.119395,0.081705,4.89673
2020-07-05,0.112787,12.3039,1.16544,0.022106,0.213908,2.7865,0.141708,1.10396,9.68243,2.21695,0.114602,0.063392,4.9703
2020-07-06,0.112194,12.5709,1.74512,0.049182,0.309513,2.7865,0.246268,1.41115,10.6474,2.43675,0.141528,0.103137,5.38532
2020-07-07,0.114006,13.2518,2.18053,0.059769,0.47485,2.88691,0.264014,1.49264,10.7939,2.49991,0.165808,0.208126,5.37502
2020-07-08,0.106211,13.211,2.46074,0.059467,0.627521,3.00319,0.281696,1.41647,10.7947,2.48467,0.177848,0.260375,5.40688
2020-07-09,0.103357,13.2518,2.4856,0.061225,0.6347,3.11946,0.316651,1.41663,10.5562,2.35482,0.197988,0.221837,5.4728
2020-07-10,0.104119,13.0475,2.26967,0.062182,0.545568,3.10293,0.301386,1.39606,10.3753,2.34372,0.166735,0.176147,5.49844
2020-07-11,0.099373,13.0584,1.84319,0.062403,0.433318,2.94942,0.225359,1.24656,10.2554,2.28958,0.114126,0.127957,5.12102
2020-07-12,0.1039,12.718,1.59429,0.049136,0.380935,2.62765,0.168624,1.08656,9.98335,2.27207,0.109108,0.114556,4.94708
2020-07-13,0.102357,12.865,2.15167,0.061556,0.551796,3.01681,0.237365,1.28303,10.4044,2.45959,0.139192,0.171146,5.2415
2020-07-14,0.10162,13.2764,2.34771,0.061382,0.610119,3.06898,0.2724,1.37576,10.7667,2.4597,0.14034,0.211878,5.25919
2020-07-15,0.100835,13.3036,2.50953,0.074349,0.674996,3.12115,0.296431,1.29952,10.9074,2.46393,0.142817,0.240628,5.38371
2020-07-16,0.101055,12.9495,2.53806,0.08369,0.693726,3.17331,0.295321,1.25667,10.9822,2.47598,0.156783,0.207672,5.42752
2020-07-17,0.106838,12.7343,2.42337,0.069847,0.638338,3.22548,0.298945,1.25261,10.9044,2.45376,0.154534,0.191843,5.37997
2020-07-18,0.104523,12.481,1.96399,0.063421,0.480516,3.34364,0.220886,1.10232,9.98379,2.38901,0.153972,0.109837,5.22715
2020-07-19,0.096816,12.6444,1.75427,0.059237,0.416384,3.00223,0.185453,1.08864,9.59528,2.37124,0.138995,0.100213,5.34532
2020-07-20,0.103767,12.3856,2.29426,0.063399,0.542439,3.00223,0.276156,1.46521,10.4446,2.52503,0.159402,0.18875,5.84293
2020-07-21,0.104317,12.7588,2.3989,0.07323,0.549811,3.11587,0.296286,1.57998,10.8501,2.50009,0.173884,0.22679,5.76466
2020-07-22,0.107992,13.0067,2.43222,0.086767,0.578555,3.11587,0.298161,1.54615,10.9581,2.51498,0.190186,0.193255,5.66999
2020-07-23,0.109463,13.0939,2.49673,0.09667,0.582941,3.19222,0.304528,1.35422,10.9739,2.48994,0.196299,0.202195,5.43433
2020-07-24,0.116818,13.083,2.31623,0.079719,0.510766,3.22713,0.288892,1.28084,10.7511,2.47974,0.171775,0.198675,5.29195
2020-07-25,0.120163,13.083,1.85385,0.06142,0.406262,3.26204,0.21101,1.22884,10.2749,2.38848,0.143345,0.106511,5.05224
2020-07-26,0.121102,12.639,1.56153,0.039086,0.335221,3.18935,0.186479,1.18314,9.8443,2.34628,0.137383,0.088092,5.22667
2020-07-27,0.124165,12.8569,2.20153,0.069086,0.482013,3.36933,0.289438,1.48789,10.3185,2.52672,0.168947,0.124695,5.8369
2020-07-28,0.141477,13.1456,2.06162,0.073213,0.370532,3.43932,0.310805,1.53383,10.6728,2.53948,0.171149,0.11092,5.71424
2020-07-29,0.160012,13.7176,2.2497,0.067942,0.418844,3.34814,0.332778,1.47201,10.6213,2.59387,0.177391,0.166241,5.64742
2020-07-30,0.170107,13.7912,2.46809,0.074706,0.518098,3.36683,0.352903,1.45062,10.5578,2.58562,0.193776,0.192894,5.47288
2020-07-31,0.177051,13.9873,2.40821,0.07492,0.537241,3.36683,0.349408,1.4591,10.3837,2.53802,0.196125,0.133707,5.34376
2020-08-01,0.135199,14.3734,2.05757,0.063475,0.458777,3.25577,0.281431,1.24985,9.72437,2.40281,0.139926,0.132652,5.00549
2020-08-02,0.133078,14.3061,1.9007,0.049281,0.47538,3.14433,0.238682,1.20353,9.48156,2.36171,0.118315,0.130475,4.82092
2020-08-03,0.136421,14.7857,2.41708,0.055622,0.616407,3.06377,0.296443,1.53734,10.2696,2.48909,0.147792,0.199802,5.08255
2020-08-04,0.133868,15.3045,2.31719,0.054665,0.62126,3.0155,0.271412,1.65115,10.3345,2.52438,0.160426,0.143886,4.87326
2020-08-05,0.133846,15.0661,2.15992,0.045522,0.518803,2.94689,0.254359,1.70187,10.367,2.53444,0.161996,0.119952,4.91506
2020-08-06,0.137898,15.0521,2.33891,0.049035,0.570145,2.87827,0.255127,1.69735,10.5249,2.56934,0.160592,0.199796,4.8751
2020-08-07,0.1435,14.8839,2.35483,0.060155,0.568631,3.06154,0.249088,1.66997,10.6755,2.59916,0.157615,0.211351,4.85219
2020-08-08,0.140007,14.8193,2.03566,0.058492,0.520757,3.14305,0.210199,1.43833,10.0877,2.52377,0.147848,0.143781,4.77937
2020-08-09,0.137859,14.738,1.81263,0.055693,0.459428,3.0578,0.183028,1.3645,9.43598,2.3839,0.13538,0.111976,4.96081
